--------- beginning of main
07-12 19:34:04.964 12363 12363 I zygote  : Late-enabling -Xcheck:jni
--------- beginning of system
07-12 19:34:05.093 12363 12363 I ActivityThread: handleStopService: token=android.os.BinderProxy@aa15cae not found.
07-12 19:34:05.100 12363 12363 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 19:34:05.102 12363 12363 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 19:34:05.129 12363 12363 I TransferService: Registering the network receiver
07-12 19:34:05.133 12363 12363 I TransferService: Moving the service out of the Foreground state.
07-12 19:34:05.134 12363 12363 I TransferService: De-registering the network receiver.
07-12 19:34:22.673 12363 12363 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339905. This may result in incorrect timestamps in the output file.
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339905, current: 316256; 
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339906. This may result in incorrect timestamps in the output file.
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339906, current: 316800; 
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339907. This may result in incorrect timestamps in the output file.
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339907, current: 317328; 
07-12 19:45:10.195 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339908. This may result in incorrect timestamps in the output file.
07-12 19:45:10.197 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339908, current: 317856; 
07-12 19:45:10.197 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339909. This may result in incorrect timestamps in the output file.
07-12 19:45:10.197 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339909, current: 318400; 
07-12 19:45:10.197 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339910. This may result in incorrect timestamps in the output file.
07-12 19:45:10.198 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339910, current: 318928; 
07-12 19:45:10.198 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339911. This may result in incorrect timestamps in the output file.
07-12 19:45:10.198 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339911, current: 319456; 
07-12 19:45:10.198 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339912. This may result in incorrect timestamps in the output file.
07-12 19:45:10.198 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339912, current: 320000; 
07-12 19:45:10.198 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339913. This may result in incorrect timestamps in the output file.
07-12 19:45:10.199 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339913, current: 320528; 
07-12 19:45:10.199 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339914. This may result in incorrect timestamps in the output file.
07-12 19:45:10.200 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339914, current: 321072; 
07-12 19:45:10.200 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339915. This may result in incorrect timestamps in the output file.
07-12 19:45:10.200 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339915, current: 321600; 
07-12 19:45:10.200 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339916. This may result in incorrect timestamps in the output file.
07-12 19:45:10.201 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339916, current: 322128; 
07-12 19:45:10.201 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339917. This may result in incorrect timestamps in the output file.
07-12 19:45:10.202 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339917, current: 322672; 
07-12 19:45:10.202 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339918. This may result in incorrect timestamps in the output file.
07-12 19:45:10.202 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339918, current: 323200; 
07-12 19:45:10.202 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339919. This may result in incorrect timestamps in the output file.
07-12 19:45:10.202 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339919, current: 323728; 
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339920. This may result in incorrect timestamps in the output file.
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339920, current: 324272; 
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339921. This may result in incorrect timestamps in the output file.
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339921, current: 324800; 
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339922. This may result in incorrect timestamps in the output file.
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339922, current: 325328; 
07-12 19:45:10.203 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339923. This may result in incorrect timestamps in the output file.
07-12 19:45:10.205 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339923, current: 325872; 
07-12 19:45:10.205 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339924. This may result in incorrect timestamps in the output file.
07-12 19:45:10.205 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339924, current: 326400; 
07-12 19:45:10.205 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339925. This may result in incorrect timestamps in the output file.
07-12 19:45:10.206 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339925, current: 326944; 
07-12 19:45:10.206 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339926. This may result in incorrect timestamps in the output file.
07-12 19:45:10.206 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339926, current: 327472; 
07-12 19:45:10.206 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339927. This may result in incorrect timestamps in the output file.
07-12 19:45:10.207 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339927, current: 328000; 
07-12 19:45:10.207 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339928. This may result in incorrect timestamps in the output file.
07-12 19:45:10.207 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339928, current: 328544; 
07-12 19:45:10.207 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339929. This may result in incorrect timestamps in the output file.
07-12 19:45:10.207 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339929, current: 329072; 
07-12 19:45:10.207 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339930. This may result in incorrect timestamps in the output file.
07-12 19:45:10.209 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339930, current: 329600; 
07-12 19:45:10.209 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339931. This may result in incorrect timestamps in the output file.
07-12 19:45:10.209 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339931, current: 330144; 
07-12 19:45:10.209 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339932. This may result in incorrect timestamps in the output file.
07-12 19:45:10.209 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339932, current: 330672; 
07-12 19:45:10.209 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339933. This may result in incorrect timestamps in the output file.
07-12 19:45:10.210 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339933, current: 331200; 
07-12 19:45:10.210 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339934. This may result in incorrect timestamps in the output file.
07-12 19:45:10.210 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339934, current: 331744; 
07-12 19:45:10.210 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339935. This may result in incorrect timestamps in the output file.
07-12 19:45:10.210 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339935, current: 332272; 
07-12 19:45:10.210 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339936. This may result in incorrect timestamps in the output file.
07-12 19:45:10.211 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339936, current: 332816; 
07-12 19:45:10.211 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339937. This may result in incorrect timestamps in the output file.
07-12 19:45:10.211 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339937, current: 333344; 
07-12 19:45:10.211 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339938. This may result in incorrect timestamps in the output file.
07-12 19:45:10.213 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339938, current: 333872; 
07-12 19:45:10.213 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339939. This may result in incorrect timestamps in the output file.
07-12 19:45:10.213 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339939, current: 334416; 
07-12 19:45:10.213 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339940. This may result in incorrect timestamps in the output file.
07-12 19:45:10.213 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339940, current: 334944; 
07-12 19:45:10.214 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339941. This may result in incorrect timestamps in the output file.
07-12 19:45:10.214 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339941, current: 335472; 
07-12 19:45:10.214 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339942. This may result in incorrect timestamps in the output file.
07-12 19:45:10.214 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339942, current: 336016; 
07-12 19:45:10.214 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339943. This may result in incorrect timestamps in the output file.
07-12 19:45:10.215 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339943, current: 336544; 
07-12 19:45:10.215 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339944. This may result in incorrect timestamps in the output file.
07-12 19:45:10.215 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339944, current: 337072; 
07-12 19:45:10.215 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339945. This may result in incorrect timestamps in the output file.
07-12 19:45:10.215 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339945, current: 337616; 
07-12 19:45:10.215 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339946. This may result in incorrect timestamps in the output file.
07-12 19:45:10.217 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339946, current: 338144; 
07-12 19:45:10.217 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339947. This may result in incorrect timestamps in the output file.
07-12 19:45:10.217 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339947, current: 338688; 
07-12 19:45:10.217 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339948. This may result in incorrect timestamps in the output file.
07-12 19:45:10.218 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339948, current: 339216; 
07-12 19:45:10.218 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339949. This may result in incorrect timestamps in the output file.
07-12 19:45:10.218 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:0; previous: 339949, current: 339744; 
07-12 19:45:10.218 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 339950. This may result in incorrect timestamps in the output file.
07-12 19:45:10.339 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] Non-monotonous DTS in output stream 0:1; previous: 438528, current: 438176; 
07-12 19:45:10.339 12363 12708 W mobile-ffmpeg: [mp4 @ 0x958d0e00] changing to 438529. This may result in incorrect timestamps in the output file.
07-12 19:45:10.398 12363 12363 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/summarised/20200312_194930.mp4
07-12 19:45:10.459 12363 12363 W FfmpegTools: Merged duration of 20200312_194930: 38.34
07-12 19:45:10.486 12363 12363 V VideoManager: Retrieving video from /storage/emulated/0/Movies/summarised/20200312_194930.mp4
07-12 19:45:10.492 12363 12363 V VideoManager: videoFromCursor
07-12 19:45:10.495 12363 12363 V SummarisedVideosEventHandler: onAdd
07-12 19:45:10.496 12363 12363 V RawFootageEventHandler: removeByName
07-12 19:45:10.498 12363 12363 V ProcessingVideosEventHandler: removeByName
07-12 19:45:10.499 12363 12363 V NearbyFragment: Removing video segment map for 20200312_194930
07-12 19:45:10.526 12363 12408 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 19:45:10.526 12363 12408 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 19:45:10.687 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@626a223)
07-12 19:45:10.687 12363 12363 D NearbyFragment: 20200312_195230!002.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 19:45:10.688 12363 12363 V NearbyFragment: Received a segment of 20200312_195230
07-12 19:45:10.688 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:45:10.688 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:45:23.401 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_195330.mp4
07-12 19:45:23.411 12363 12654 D VideoManager: videoCursor is null
07-12 19:45:23.463 12363 12654 V VideoManager: videoFromCursor
07-12 19:45:23.465 12363 12654 W DashDownloadManager: Successfully downloaded 20200312_195330.mp4 in 28.382s
07-12 19:45:23.465 12363 12654 V DownloadTestVideosTask: Entering callback for download completion of 20200312_195330.mp4
07-12 19:45:23.466 12363 12654 V RawFootageEventHandler: onAdd
07-12 19:45:23.469 12363 12654 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_195330.mp4
07-12 19:45:23.478 12363 12708 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f04fc00] Found duplicated MOOV Atom. Skipped it
07-12 19:45:23.551 12363 12654 V FileManager: External storage is readable
07-12 19:45:23.551 12363 12654 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_195330
07-12 19:45:23.552 12363 12654 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_195330.mp4 with 16s long segments
07-12 19:45:23.552 12363 12654 I FfmpegTools: Running ffmpeg with:
07-12 19:45:23.552 12363 12654 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_195330.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_195330/20200312_195330!%03d.mp4
07-12 19:45:23.571 12363 12708 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f1fde00] Found duplicated MOOV Atom. Skipped it
07-12 19:45:24.448 12363 12654 V FileManager: External storage is readable
07-12 19:45:24.448 12363 12654 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_195330
07-12 19:45:24.449 12363 12654 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_195330
07-12 19:45:24.450 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_195330/20200312_195330!000.mp4
07-12 19:45:24.455 12363 12654 V VideoManager: videoFromCursor
07-12 19:45:24.458 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_195330/20200312_195330!001.mp4
07-12 19:45:24.463 12363 12654 V VideoManager: videoFromCursor
07-12 19:45:24.465 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_195330/20200312_195330!002.mp4
07-12 19:45:24.469 12363 12654 V VideoManager: videoFromCursor
07-12 19:45:24.472 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_195330/20200312_195330!003.mp4
07-12 19:45:24.479 12363 12654 V VideoManager: videoFromCursor
07-12 19:45:24.481 12363 12654 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:45:24.483 12363 12654 W NearbyFragment: Sending 20200312_195330!000.mp4 to Galaxy S8 [2802]
07-12 19:45:24.507 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:45:25.485 12363 12654 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 19:45:25.487 12363 12654 V DashDownloadManager: Started downloading: 20200312_195430.mp4
07-12 19:45:28.688 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:45:29.323 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@373d7f)
07-12 19:45:29.323 12363 12363 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_195330!000.mp4
07-12 19:45:29.324 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
